72120;Fagered;2.0;57.1978;12.8129;1961-01-01 00:00:00;2006-12-31 23:59:59;100.0
72140;Källsjö;2.0;57.2323;12.7042;2008-10-01 00:00:00;2016-09-30 23:59:59;154.0
72150;Ringhals;2.0;57.253;12.1032;1968-11-01 00:00:00;1981-12-31 23:59:59;10.0
72160;Ringhals Aut;2.0;57.2577;12.107;1980-10-01 00:00:00;1997-09-30 23:59:59;10.0
72290;Örby;2.0;57.4833;12.7;1974-12-01 00:00:00;1977-09-30 23:59:59;90.0
72300;Rossared D;2.0;57.485;12.1997;1961-01-01 00:00:00;1977-06-30 23:59:59;15.0
72340;Sandsjöbacka;2.0;57.5571;12.0387;1979-01-01 00:00:00;1983-06-30 23:59:59;50.0
72400;Bollebygd;2.0;57.661;12.5521;1961-01-01 00:00:00;1986-12-31 23:59:59;65.0
72420;Landvetter Flygplats;2.0;57.6678;12.2963;1977-10-03 00:00:00;1996-01-09 23:59:59;154.0
72450;Borås;2.0;57.7611;12.9493;1961-01-01 00:00:00;2016-09-30 23:59:59;135.0
72520;Uddabo;2.0;57.8701;12.7074;2003-09-01 00:00:00;2005-03-31 23:59:59;245.0
73090;Stora Segerstad;2.0;57.1461;13.5609;1961-01-01 00:00:00;1999-07-31 23:59:59;180.0
73170;Gislaved;2.0;57.2847;13.5324;1972-07-01 00:00:00;1979-11-30 23:59:59;165.0
73230;Hestra D;2.0;57.3915;13.5254;1973-11-01 00:00:00;1996-01-24 23:59:59;285.0
73250;Ambjörnarp;2.0;57.4166;13.2833;1949-01-01 00:00:00;1972-11-30 23:59:59;220.0
73390;Fägerhult;2.0;57.6468;13.2369;2001-07-01 00:00:00;2010-06-30 23:59:59;170.0
73430;Dalsjöfors;2.0;57.722;13.1238;1959-05-01 00:00:00;1978-10-31 23:59:59;257.0
73470;Ulricehamn;2.0;57.8052;13.4083;1995-05-01 00:00:00;2012-12-31 23:59:59;175.0
73480;Rångedala A;2.0;57.7848;13.1668;1995-08-01 00:00:00;2016-09-30 23:59:59;297.0
73560;Mullsjö;2.0;57.9166;13.8833;1971-02-01 00:00:00;1971-07-31 23:59:59;240.0
73570;Molla;2.0;57.936;13.0668;1979-07-01 00:00:00;2001-12-31 23:59:59;190.0
73610;Kinnared;2.0;57.0333;13.1166;1962-10-01 00:00:00;1962-12-31 23:59:59;100.0
73660;Tinghalla;2.0;57.9666;13.850000000000001;1965-01-01 00:00:00;1970-08-31 23:59:59;278.0
73690;Äspered;2.0;57.93309232541144;13.180542632706377;1952-11-01 00:00:00;1959-04-30 23:59:59;294.0
74080;Berg;2.0;57.121;14.6931;1969-07-01 00:00:00;2016-08-31 23:59:59;250.0
74180;Hagshult Mo;2.0;57.288;14.1297;1951-01-01 00:00:00;1995-12-31 23:59:59;169.0
74240;Nävelsjö;2.0;57.4042;14.891;1961-01-01 00:00:00;1988-08-31 23:59:59;215.0
74300;Tomtabacken A;2.0;57.4983;14.4672;1995-10-26 00:00:00;2016-10-01 07:00:00;356.0
74340;Spinkabo;2.0;57.5653;14.4693;1972-01-01 00:00:00;1992-12-31 23:59:59;285.0
74350;Gödeberg;2.0;57.5666;14.6333;1961-01-01 00:00:00;1977-10-31 23:59:59;350.0
74390;Nässjö;2.0;57.6431;14.6895;1967-04-01 00:00:00;1996-01-31 23:59:59;305.0
74420;Flahult;2.0;57.689800000000005;14.1455;1993-10-31 00:00:00;1996-06-30 23:59:59;225.0
74440;Prästkulla;2.0;57.7242;14.986;1961-01-01 00:00:00;2016-08-31 23:59:59;290.0
74450;Jönköpings Gamla Flygplats;2.0;57.75;14.17;1951-01-01 00:00:00;1959-01-31 23:59:59;98.0
74460;Jönköpings Flygplats;2.0;57.7514;14.0733;1962-01-01 00:00:00;2016-10-01 07:00:00;226.0
74470;Jönköping;2.0;57.7666;14.1833;1961-01-01 00:00:00;1978-09-30 23:59:59;98.0
74480;Huskvarna;2.0;57.7865;14.2874;1961-01-01 00:00:00;1977-08-31 23:59:59;99.0
74490;Ramsjöholm;2.0;57.8429;14.4317;1961-01-01 00:00:00;2016-08-31 23:59:59;225.0
74510;Aneby;2.0;57.8232;14.8913;2001-04-01 00:00:00;2005-06-30 23:59:59;240.0
74530;Lommaryd;2.0;57.8887;14.7342;1961-01-01 00:00:00;2000-06-30 23:59:59;240.0
74600;Aneboda II;2.0;57.11667457705683;14.56389526848219;1949-06-01 00:00:00;1960-12-31 23:59:59;195.0
74630;Naglarp;2.0;57.4666;14.8833;1966-01-01 00:00:00;1970-12-31 23:59:59;250.0
74650;Strandvallen;2.0;57.85;14.2833;1961-01-01 00:00:00;1967-02-28 23:59:59;110.0
75040;Allgunnen;2.0;57.0666;15.968100000000002;1950-01-01 00:00:00;1979-12-31 23:59:59;115.0
75090;Fagerhult;2.0;57.1484;15.6762;1945-01-01 00:00:00;1945-01-31 23:59:59;195.0
75100;Åseda;2.0;57.1462;15.3987;1969-08-01 00:00:00;1999-12-31 23:59:59;230.0
75120;Drageryd;2.0;57.2001;15.9666;1977-12-01 00:00:00;2012-01-31 23:59:59;77.0
75140;Blankaström;2.0;57.2166;15.9166;1961-01-01 00:00:00;1977-04-30 23:59:59;80.0
75240;Målilla;2.0;57.3908;15.8232;1988-05-30 00:00:00;1990-05-31 23:59:59;100.0
75250;Målilla A;2.0;57.3848;15.8037;2008-01-01 00:00:00;2016-10-01 07:00:00;95.0
75380;Hässleby;2.0;57.6295;15.5725;1961-01-01 00:00:00;1987-06-30 23:59:59;190.0
75400;Vimmerby;2.0;57.6687;15.8518;1961-01-01 00:00:00;1989-08-31 23:59:59;110.0
75520;Horn A;2.0;57.8863;15.8652;1995-12-15 00:00:00;2016-09-30 23:59:59;90.0
75630;Vetlanda;2.0;57.4166;15.0666;1963-02-01 00:00:00;1965-12-31 23:59:59;200.0
76000;Sandbäckshult;2.0;56.9835;16.283;1978-08-01 00:00:00;2004-12-31 23:59:59;37.0
76160;Oskarshamn;2.0;57.2674;16.4149;1995-02-01 00:00:00;2016-09-30 23:59:59;20.0
76380;Tovehult;2.0;57.642;16.5682;1968-07-01 00:00:00;1987-12-31 23:59:59;25.0
76420;Gladhammar A;2.0;57.7071;16.4585;1995-08-01 00:00:00;2016-10-01 07:00:00;35.0
76430;Gunnebo;2.0;57.7166;16.5333;1961-01-01 00:00:00;1973-05-31 23:59:59;18.0
76470;Västervik;2.0;57.7213;16.4683;1979-01-14 00:00:00;1995-07-31 23:59:59;33.0
76530;Ogestad;2.0;57.8748;16.1689;2000-11-01 00:00:00;2009-07-31 23:59:59;81.0
77170;Mossen;2.0;57.2833;17.0042;1965-01-01 00:00:00;1980-05-31 23:59:59;10.0
77180;Stora Karlsö;2.0;57.2893;17.9623;1961-01-01 00:00:00;1989-09-30 23:59:59;40.0
77210;Ölands Norra Udde A;2.0;57.3672;17.0986;1995-08-01 00:00:00;2016-10-01 07:00:00;2.0
77220;Ölands Norra Udde;2.0;57.3689;17.1008;1949-07-01 00:00:00;2016-08-31 23:59:59;4.0
78040;Näsudden Aut;2.0;57.0735;18.2222;1981-02-01 00:00:00;1999-02-28 23:59:59;5.0
78140;Hemse;2.0;57.2438;18.3835;1961-01-01 00:00:00;2016-08-31 23:59:59;25.0
78240;Buttle;2.0;57.4034;18.5297;1965-01-01 00:00:00;1983-07-31 23:59:59;45.0
78250;Herrvik;2.0;57.4208;18.9174;1968-07-01 00:00:00;1995-12-31 23:59:59;5.0
78280;Östergarnsholm A;2.0;57.4413;18.9871;1996-01-01 00:00:00;2016-10-01 07:00:00;5.0
78290;Roma V;2.0;57.54361;18.42533;1996-03-01 00:00:00;2016-10-01 07:00:00;32.0
78300;Roma Aut;2.0;57.4998;18.4639;1983-11-01 00:00:00;1999-09-06 23:59:59;32.0
78390;Visby;2.0;57.636;18.2891;1961-01-01 00:00:00;1986-04-30 23:59:59;28.0
78400;Visby Flygplats;2.0;57.6614;18.3428;1949-01-01 00:00:00;2016-10-01 07:00:00;42.0
78550;Fårösund Ar A;2.0;57.9167;18.9568;1996-01-01 00:00:00;2016-10-01 07:00:00;13.0
78630;Östergarn;2.0;57.45;18.9833;1955-01-01 00:00:00;1968-06-30 23:59:59;11.0
79580;Fårö;2.0;57.8987;19.1592;1951-01-01 00:00:00;1995-12-31 23:59:59;8.0
81010;Säby;2.0;58.0201;11.6015;1961-01-01 00:00:00;1997-12-31 23:59:59;10.0
81040;Rörastrand;2.0;58.0582;11.6528;1999-01-01 00:00:00;2016-09-30 23:59:59;5.0
81050;Måseskär A;2.0;58.094;11.3333;1995-11-01 00:00:00;2016-10-01 07:00:00;16.0
81060;Måseskär;2.0;58.0944;11.3348;1951-01-01 00:00:00;1995-10-31 23:59:59;14.0
81130;Ljungskile;2.0;58.2159;11.9321;1980-06-01 00:00:00;1996-01-31 23:59:59;70.0
81210;Uddevalla;2.0;58.355;11.9541;1961-08-01 00:00:00;1983-06-30 23:59:59;10.0
81220;Smögen;2.0;58.3571;11.2276;1970-02-01 00:00:00;1984-06-30 23:59:59;20.0
81320;Dingle;2.0;58.5289;11.5724;1994-01-01 00:00:00;2002-10-31 23:59:59;20.0
81340;Svarteborg;2.0;58.5707;11.5572;1965-01-01 00:00:00;1986-03-31 23:59:59;70.0
81350;Väderöarna A;2.0;58.5763;11.0685;2000-05-12 00:00:00;2016-10-01 07:00:00;22.0
81370;Hud V;2.0;58.66076;11.41775;1996-03-01 00:00:00;2016-10-01 07:00:00;95.0
81540;Nordkoster A;2.0;58.8925;11.0062;2000-05-10 00:00:00;2016-10-01 07:00:00;33.0
81560;Strömstad;2.0;58.9333;11.2;1951-01-01 00:00:00;1973-09-30 23:59:59;20.0
81620;Väderöbod;2.0;58.55;11.0333;1951-01-01 00:00:00;1965-06-30 23:59:59;7.0
81630;Hållö;2.0;58.3333;11.2166;1961-01-01 00:00:00;1969-12-31 23:59:59;16.0
81640;Ursholmen;2.0;58.8333;11.0;1963-01-01 00:00:00;1964-12-31 23:59:59;6.0
82000;Alvhem;2.0;58.0067;12.1454;1965-01-01 00:00:00;1991-12-31 23:59:59;5.0
82010;Vårgårda-Hägrunga;2.0;58.0166;12.8333;1962-08-01 00:00:00;1977-06-30 23:59:59;148.0
82030;Garn;2.0;58.0492;12.1563;1994-03-02 06:00:00;2008-10-31 23:59:59;15.0
82090;Åsbräcka-Torpabron V;2.0;58.19969;12.15406;1996-03-01 00:00:00;2016-10-01 07:00:00;17.0
82110;Gendalen;2.0;58.1589;12.647;1962-10-01 00:00:00;2016-08-31 23:59:59;90.0
82190;Trollhättans Flygplats;2.0;58.3141;12.3292;1961-01-01 00:00:00;1979-07-31 23:59:59;43.0
82230;Vänersborg;2.0;58.3552;12.3616;1949-01-01 00:00:00;2016-08-31 23:59:59;50.0
82250;Såtenäs D;2.0;58.4397;12.6928;2002-06-01 00:00:00;2010-06-30 23:59:59;55.0
82260;Såtenäs;2.0;58.4358;12.7075;1970-05-29 00:00:00;2016-10-01 08:00:00;54.0
82350;Erikstad-Bergarud V;2.0;58.60033;12.41302;1996-03-01 00:00:00;2016-10-01 08:00:00;59.0
82360;Kroppefjäll-Granan A;2.0;58.6068;12.1999;1995-08-01 00:00:00;2016-10-01 08:00:00;174.0
82380;Erikstad;2.0;58.6336;12.4129;1978-10-01 00:00:00;1988-02-29 23:59:59;65.0
82490;Bäckefors;2.0;58.8055;12.1581;1949-01-01 00:00:00;1964-03-31 23:59:59;150.0
82540;Bastorp;2.0;58.904;12.038;1965-01-01 06:00:00;1996-01-31 23:59:59;150.0
82620;Trollhättan;2.0;58.3;12.3166;1961-01-01 00:00:00;1967-02-28 23:59:59;42.0
82650;Ödebyn;2.0;58.7833;12.1833;1954-05-01 00:00:00;1964-03-31 23:59:59;150.0
83040;Kymbo V;2.0;58.0794;13.78495;1996-03-01 00:00:00;2016-10-01 08:00:00;222.0
83050;Simonstorp;2.0;58.0788;13.3957;1961-01-01 00:00:00;2004-12-31 23:59:59;190.0
83090;Falköping;2.0;58.1584;13.5397;1961-01-01 00:00:00;1972-01-31 23:59:59;205.0
83130;Längjum;2.0;58.2212;13.0607;1965-01-01 00:00:00;2004-12-31 23:59:59;95.0
83170;Borgunda;2.0;58.288;13.7995;1971-02-01 00:00:00;1996-01-31 23:59:59;181.0
83190;Hällum A;2.0;58.3221;13.0406;1995-12-15 00:00:00;2016-10-01 08:00:00;70.0
83200;Skara-Stenum;2.0;58.37;13.52;1971-11-01 00:00:00;1973-04-30 23:59:59;130.0
83210;Lanna;2.0;58.3476;13.1296;1961-01-01 00:00:00;1985-11-30 23:59:59;80.0
83230;Skövde;2.0;58.3949;13.8436;1961-01-01 00:00:00;2016-09-30 23:59:59;150.0
83240;Skara-Ekeberg;2.0;58.4;13.55;1969-07-01 00:00:00;1971-10-31 23:59:59;130.0
83260;Skara-Västerskog;2.0;58.38;13.33;1973-05-01 00:00:00;1973-09-30 23:59:59;105.0
83270;Skara;2.0;58.4072;13.4407;2001-11-01 00:00:00;2016-09-30 23:59:59;115.0
83280;Remningstorp;2.0;58.4529;13.6671;1996-08-20 00:00:00;2016-08-31 23:59:59;140.0
83320;Lidköping;2.0;58.4666;13.1166;1961-01-01 00:00:00;1980-12-31 23:59:59;50.0
83340;Västerplana;2.0;58.5586;13.3508;1965-01-01 06:00:00;1991-06-30 23:59:59;128.0
83420;Naven A;2.0;58.6998;13.1109;1996-06-01 00:00:00;2016-10-01 08:00:00;53.0
83440;Mariestad;2.0;58.7136;13.823;1982-11-15 00:00:00;2016-08-31 23:59:59;50.0
83450;Pålgrunden A;2.0;58.7588;13.1554;2015-10-01 00:00:00;2015-10-31 23:59:59;45.0
83460;Lurö;2.0;58.7904;13.2534;1982-03-01 00:00:00;1997-08-04 23:59:59;55.0
83540;Åkershus;2.0;58.898;13.2517;1965-12-01 00:00:00;1996-01-31 23:59:59;50.0
83610;Högstena;2.0;58.2333;13.7166;1962-09-01 00:00:00;1964-12-31 23:59:59;211.0
83620;Skara;2.0;58.400000000000006;13.450000000000001;1949-02-01 00:00:00;1969-03-31 23:59:59;116.0
83640;Björnegården;2.0;58.5166;13.0666;1949-01-01 00:00:00;1963-03-31 23:59:59;75.0
83650;Lurö;2.0;58.8;13.25;1965-01-01 00:00:00;1965-10-31 23:59:59;55.0
83670;Klagstorp;2.0;58.33313519975335;13.880404972908186;1961-01-01 00:00:00;1963-12-31 23:59:59;130.0
84020;Tranås;2.0;58.0389;14.9853;1961-12-01 00:00:00;1973-05-31 23:59:59;155.0
84050;Visingsö A;2.0;58.0951;14.4086;1995-12-15 00:00:00;2016-10-01 08:00:00;94.0
84060;Visingsö;2.0;58.0908;14.401;1965-01-01 00:00:00;1986-02-28 23:59:59;110.0
84260;Örberga;2.0;58.4274;14.826;1990-11-01 00:00:00;1993-03-31 23:59:59;105.0
84310;Karlsborg Mo;2.0;58.5185;14.5126;1951-01-01 00:00:00;1993-12-31 23:59:59;94.0
84340;Axstål Mo;2.0;58.5719;14.5722;2006-06-01 00:00:00;2016-10-01 08:00:00;91.0
84390;Fägre;2.0;58.649300000000004;14.1265;1965-07-01 00:00:00;1979-06-30 23:59:59;97.0
84470;Älgarås;2.0;58.790600000000005;14.318800000000001;1978-01-01 00:00:00;1984-12-31 23:59:59;130.0
84520;Gårdsjö A;2.0;58.8772;14.3903;1995-08-01 00:00:00;2016-10-01 08:00:00;211.0
84580;Snavlunda;2.0;58.9671;14.8987;1972-08-19 00:00:00;1983-08-31 23:59:59;144.0
84610;Gränna;2.0;58.0333;14.4666;1965-01-01 00:00:00;1965-05-31 23:59:59;130.0
84620;Bällefors;2.0;58.5833;14.1166;1949-07-01 00:00:00;1964-11-30 23:59:59;90.0
84660;Askersund;2.0;58.88;14.9;1961-01-01 00:00:00;1963-01-31 23:59:59;100.0
85020;Tranås Aut;2.0;58.03;15.0206;1990-11-01 00:00:00;1991-06-30 23:59:59;185.0
85040;Malexander;2.0;58.0729;15.2352;1967-12-01 00:00:00;1983-04-13 23:59:59;153.0
85050;Malexander A;2.0;58.0718;15.2359;1995-10-01 00:00:00;2016-10-01 08:00:00;195.0
85130;Åtvidaberg;2.0;58.2;15.9833;1961-01-01 00:00:00;1975-02-28 23:59:59;100.0
85160;Bjärka-Säby;2.0;58.2662;15.7431;1961-01-01 00:00:00;1984-03-31 23:59:59;100.0
85180;Härsnäs;2.0;58.2886;15.237;2007-06-01 00:00:00;2016-09-30 23:59:59;119.0
85210;Herrberga;2.0;58.3935;15.2184;1977-11-01 00:00:00;2007-04-30 23:59:59;90.0
85220;Öjebro;2.0;58.3833;15.2;1961-01-01 00:00:00;1977-09-30 23:59:59;85.0
85240;Malmslätt;2.0;58.4004;15.5327;1949-01-01 00:00:00;2016-10-01 08:00:00;93.0
85250;Linköping;2.0;58.4166;15.6333;1961-01-01 00:00:00;1977-08-31 23:59:59;64.0
85270;Västerlösa;2.0;58.4447;15.3772;2002-05-01 00:00:00;2011-02-28 23:59:59;75.0
85280;Skärkind;2.0;58.472;16.0017;1978-01-01 00:00:00;2000-08-31 23:59:59;60.0
85390;Kvarn Mo;2.0;58.6277;15.4372;2010-03-01 00:00:00;2016-10-01 08:00:00;72.0
85410;Finspång;2.0;58.7104;15.8215;1990-11-01 00:00:00;1993-03-31 23:59:59;41.0
85450;Godegård;2.0;58.7936;15.1694;1961-01-01 00:00:00;1988-02-29 23:59:59;130.0
85460;Kettstaka A;2.0;58.7165;15.03;1995-08-01 00:00:00;2016-10-01 08:00:00;225.0
85490;Zinkgruvan;2.0;58.8063;15.1285;1983-09-01 00:00:00;2016-08-31 23:59:59;215.0
85520;Mariedamm;2.0;58.8509;15.164;1970-11-01 00:00:00;1983-03-31 23:59:59;132.0
85600;Adelsnäs;2.0;58.19981830624454;15.980181430334518;1945-01-01 00:00:00;1945-08-31 23:59:59;97.0
85630;Västra Ny;2.0;58.65;15.05;1961-01-01 00:00:00;1966-12-31 23:59:59;120.0
85650;Kärnskogen;2.0;58.85;15.2833;1951-01-01 00:00:00;1963-04-30 23:59:59;108.0
86090;Falerum;2.0;58.1425;16.2102;1968-07-01 00:00:00;1979-04-30 23:59:59;80.0
86130;Valdemarsvik;2.0;58.2148;16.5828;1990-11-01 00:00:00;1993-03-31 23:59:59;10.0
86200;Holma;2.0;58.3339;16.8157;1962-05-01 00:00:00;1996-11-30 23:59:59;5.0
86330;Marviken;2.0;58.5491;16.8157;1965-05-01 00:00:00;2002-06-30 23:59:59;10.0
86340;Norrköping-SMHI;2.0;58.5833;16.15;1993-04-28 00:00:00;2013-08-04 23:59:59;21.0
86350;Norrköping-Kungsängen;2.0;58.5842;16.2383;1972-10-01 00:00:00;1980-08-31 23:59:59;5.0
86360;Norrköping;2.0;58.606;16.2127;1961-01-01 00:00:00;1964-03-31 23:59:59;3.0
86370;Norrköping-Sörby;2.0;58.6082;16.1212;1949-01-01 00:00:00;1993-06-30 23:59:59;27.0
86420;Kolmården-Strömsfors A;2.0;58.6894;16.3103;1995-12-15 00:00:00;2016-10-01 08:00:00;153.0
86440;Stavsjö Aut;2.0;58.7333;16.3667;1993-07-01 00:00:00;1996-03-01 23:59:59;60.0
86470;Simonstorp;2.0;58.78468;16.15439;2014-06-01 00:00:00;2014-12-03 23:59:59;80.0
86480;Nyköpings Flygplats;2.0;58.7833;16.9166;1951-07-01 00:00:00;1979-06-30 23:59:59;42.0
86570;Ripsa;2.0;58.9817;16.9168;1990-11-01 00:00:00;1993-04-01 23:59:59;40.0
86610;Tyllinge;2.0;58.0166;16.0833;1965-01-01 00:00:00;1968-06-30 23:59:59;110.0
87140;Harstena A;2.0;58.2505;17.0106;1995-12-15 00:00:00;2016-10-01 08:00:00;14.0
87150;Harstena;2.0;58.2502;17.0095;1951-01-01 00:00:00;2001-12-10 23:59:59;5.0
87360;Gustaf Dalen A;2.0;58.5929;17.4704;1996-01-01 00:00:00;2008-11-30 23:59:59;25.0
87400;Oxelösund;2.0;58.6777;17.1223;1961-01-01 00:00:00;2016-08-31 23:59:59;10.0
87440;Landsort A;2.0;58.7433;17.8716;1996-02-01 00:00:00;2016-10-01 08:00:00;18.0
87450;Landsort;2.0;58.7421;17.8716;1997-05-01 00:00:00;2006-06-30 23:59:59;13.0
87540;Trosa;2.0;58.9;17.5666;1961-01-01 00:00:00;1980-11-30 23:59:59;5.0
88570;Utö;2.0;58.9502;18.2669;1985-10-01 00:00:00;1994-09-30 23:59:59;40.0
88580;Stabbo;2.0;58.9733;18.4493;1973-02-01 00:00:00;1986-11-30 23:59:59;7.0
89230;Gotska Sandön A;2.0;58.3943;19.1975;1995-12-15 00:00:00;2016-10-01 08:00:00;16.0
89240;Gotska Sandön;2.0;58.3928;19.197;1949-01-01 00:00:00;2006-12-31 23:59:59;12.0
89560;Huvudskär Ost A;2.0;58.9334;19.1833;2004-09-01 00:00:00;2010-07-15 00:00:00;4.0
91130;Bredviken;2.0;59.2184;11.9858;1961-01-01 00:00:00;1997-04-30 23:59:59;100.0
91370;Djurskog;2.0;59.6072;11.9321;1968-01-01 00:00:00;2002-06-30 23:59:59;280.0
91520;Hångstad;2.0;59.8633;11.9746;1969-05-01 00:00:00;1986-02-28 23:59:59;130.0
91620;Lennartsfors;2.0;59.3;11.9333;1951-01-01 00:00:00;1964-09-30 23:59:59;125.0
91660;Högsäter;2.0;59.88;11.97;1965-01-01 00:00:00;1969-04-30 23:59:59;135.0
92030;Åmål;2.0;59.0542;12.6969;1963-01-01 00:00:00;1979-10-31 23:59:59;60.0
92100;Säffle;2.0;59.1412;12.9359;1962-01-01 00:00:00;2016-08-31 23:59:59;50.0
92130;Blomskog A;2.0;59.2217;12.078;1996-01-01 00:00:00;2016-09-30 23:59:59;170.0
92170;Blomskog;2.0;59.2891;12.0542;1964-10-01 06:00:00;1995-12-31 23:59:59;110.0
92400;Arvika;2.0;59.6658;12.591;1983-11-28 00:00:00;1995-12-31 23:59:59;77.0
92410;Arvika A;2.0;59.6747;12.6381;1996-01-01 00:00:00;2016-10-01 08:00:00;66.0
93220;Karlstad Flygplats;2.0;59.4446;13.3374;1997-10-01 00:00:00;2016-10-01 08:00:00;107.0
93230;Karlstad Aut;2.0;59.361;13.4728;1986-09-01 00:00:00;1994-08-31 23:59:59;46.0
93250;Karlstad;2.0;59.384;13.4455;1999-03-01 00:00:00;2008-09-30 23:59:59;80.0
93360;Molkom;2.0;59.6166;13.75;1969-11-01 00:00:00;1979-01-31 23:59:59;93.0
93520;Sunne A;2.0;59.8644;13.1193;1995-08-01 00:00:00;2016-10-01 08:00:00;110.0
93580;Forshult;2.0;59.9445;13.5335;1961-01-01 00:00:00;1973-12-31 23:59:59;110.0
93640;Sutterhöjden;2.0;59.5833;13.9333;1951-01-01 00:00:00;1969-10-31 23:59:59;153.0
93650;Sunne;2.0;59.85;13.1666;1965-01-01 00:00:00;1965-10-31 23:59:59;85.0
94050;Åtorp;2.0;59.0966;14.3678;1965-01-01 00:00:00;2016-08-31 23:59:59;105.0
94140;Degerfors;2.0;59.2333;14.45;1961-01-01 00:00:00;1976-12-31 23:59:59;85.0
94170;Villingsberg;2.0;59.2833;14.7;1951-01-01 00:00:00;1979-07-31 23:59:59;148.0
94180;Kristinehamn;2.0;59.3107;14.1019;1961-01-01 00:00:00;2016-09-30 23:59:59;82.0
94190;Kilsbergen-Suttarboda A;2.0;59.3;14.8986;1995-08-01 00:00:00;2016-10-01 08:00:00;219.0
94370;Asphyttan;2.0;59.6112;14.1859;1982-08-01 00:00:00;1996-01-31 23:59:59;130.0
94390;Daglösen A;2.0;59.6616;14.1831;1995-08-01 00:00:00;2016-10-01 08:00:00;133.0
94410;Gammalkroppa;2.0;59.6833;14.3166;1961-01-01 00:00:00;1976-05-31 23:59:59;200.0
94430;Filipstad;2.0;59.7166;14.1666;1961-01-01 00:00:00;1975-08-31 23:59:59;141.0
94450;Persberg;2.0;59.7497;14.2354;1976-09-01 00:00:00;1984-12-31 23:59:59;225.0
94580;Ställdalen;2.0;59.9268;14.8881;1991-03-01 00:00:00;2000-04-30 23:59:59;257.0
94660;Stångfallet;2.0;59.95;14.8833;1961-01-01 00:00:00;1967-01-31 23:59:59;230.0
95020;Högsjö;2.0;59.0297;15.6858;1961-01-01 00:00:00;1993-12-31 23:59:59;69.0
95030;Vingåker;2.0;59.0667;15.9667;1970-05-01 00:00:00;1972-04-30 23:59:59;48.0
95130;Örebro A;2.0;59.2289;15.0455;2009-12-01 00:00:00;2016-10-01 08:00:00;53.0
95140;Örebro Flygplats;2.0;59.2334;15.05;1988-12-01 00:00:00;1993-04-30 23:59:59;57.0
95160;Örebro;2.0;59.278200000000005;15.1574;1988-05-01 00:00:00;2005-06-30 23:59:59;35.0
95170;Örebro Aut;2.0;59.2671;15.2686;1990-11-01 00:00:00;1996-08-15 23:59:59;23.0
95230;Arboga;2.0;59.3833;15.8333;1952-02-01 00:00:00;1968-12-31 23:59:59;50.0
95320;Fellingsbro-Finnåker;2.0;59.5345;15.5857;1982-09-01 00:00:00;1996-01-31 23:59:59;51.0
95350;Lindesberg;2.0;59.5737;15.2365;1961-01-01 00:00:00;1986-03-31 23:59:59;70.0
95380;Grönbo;2.0;59.6396;15.418;1997-08-01 00:00:00;2003-02-28 23:59:59;85.0
95490;Riddarhyttan;2.0;59.8085;15.5555;1968-03-01 00:00:00;1984-06-30 23:59:59;155.0
95500;Skinnskatteberg;2.0;59.8333;15.6833;1961-01-01 00:00:00;1974-06-30 23:59:59;113.0
95530;Kloten;2.0;59.8707;15.2544;1978-06-01 00:00:00;2010-08-31 23:59:59;285.0
95540;Kloten A;2.0;59.8709;15.2553;2009-08-01 00:00:00;2016-10-01 08:00:00;289.0
95620;Örebro;2.0;59.244800000000005;15.285400000000001;1949-01-01 00:00:00;1964-02-29 23:59:59;36.0
95640;Uttersberg;2.0;59.75;15.6666;1965-01-01 00:00:00;1967-12-31 23:59:59;95.0
96000;Valla;2.0;59.0185;16.3709;1980-01-01 00:00:00;2014-07-31 23:59:59;50.0
96030;Strängstorp;2.0;59.05;16.2166;1963-07-01 00:00:00;1979-12-31 23:59:59;62.0
96040;Floda A;2.0;59.0561;16.3975;1995-11-21 00:00:00;2016-10-01 08:00:00;19.0
96120;Dunker;2.0;59.1469;16.8536;1992-10-01 00:00:00;1995-02-28 23:59:59;35.0
96140;Eklången;2.0;59.2361;16.7462;1993-11-01 00:00:00;2012-07-31 23:59:59;35.0
96190;Eskilstuna A;2.0;59.3832;16.4549;2008-01-18 06:00:00;2016-09-30 23:59:59;15.0
96220;Eskilstuna Aut;2.0;59.3868;16.4648;1990-11-01 00:00:00;1993-03-31 23:59:59;9.0
96230;Eskilstuna;2.0;59.3867;16.4647;1963-01-01 00:00:00;1983-12-31 23:59:59;8.0
96310;Köping;2.0;59.5171;15.9909;1968-07-01 00:00:00;1988-09-30 23:59:59;10.0
96350;Västerås;2.0;59.5976;16.6326;1998-12-01 00:00:00;2000-08-31 23:59:59;15.0
96370;Västerås;2.0;59.6166;16.55;1961-01-01 00:00:00;1972-10-31 23:59:59;10.0
96550;Sala;2.0;59.9045;16.6607;1970-11-01 00:00:00;2016-08-31 23:59:59;60.0
96560;Sala A;2.0;59.9098;16.6875;1995-08-01 00:00:00;2016-10-01 08:00:00;57.0
96600;Flodafors;2.0;59.0666;16.3666;1962-07-01 00:00:00;1963-06-30 23:59:59;50.0
96610;Bie;2.0;59.083043509330324;16.213451816419287;1945-01-01 00:00:00;1945-07-31 23:59:59;21.0
97100;Tullinge A;2.0;59.1789;17.9125;1995-12-15 00:00:00;2016-10-01 08:00:00;45.0
97110;Riksten;2.0;59.1833;17.916700000000002;1969-11-03 00:00:00;1985-06-30 23:59:59;54.0
97120;Södertälje;2.0;59.182;17.6186;1995-11-01 00:00:00;2015-03-31 23:59:59;40.0
